Yearmonth,Campaignname,CampaignID,Adgroupname,Gender,Impressions,Clicks,Cost,Conversions,AllConversions
2026|07,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Undetermined,293,7,10.186,2,11
2026|07,Leads-Search-1,22767146837,Men's Health,Female,71,3,7.4624,0.51,1.51
2026|07,Leads-Search-1,22767146837,Men's Health,Male,147,4,9.5657,0,0
2026|07,Leads-Search-1,22767146837,Men's Health,Undetermined,213,32,15.1174,4,10
2026|07,Leads-Search-1,22767146837,Naturopath Near Me — Core,Female,328,20,42.064,7,16
2026|07,Leads-Search-1,22767146837,Naturopath Near Me — Core,Male,91,5,9.01,0,0
2026|07,Leads-Search-1,22767146837,Naturopath Near Me — Core,Undetermined,271,11,16.19,2,9
2026|07,Leads-Search-1,22767146837,Pediatrics,Female,216,18,34.9605,3,15
2026|07,Leads-Search-1,22767146837,Pediatrics,Male,68,1,0.46,0,0
2026|07,Leads-Search-1,22767146837,Pediatrics,Undetermined,178,6,7.22,1,5
2026|07,Leads-Search-1,22767146837,Women's Health & Hormones,Female,743,43,142.5799,8.99,43.99
2026|07,Leads-Search-1,22767146837,Women's Health & Hormones,Male,104,5,8.3779,0,1
2026|07,Leads-Search-1,22767146837,Women's Health & Hormones,Undetermined,455,23,39.8119,4,10
2026|07,PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,Female,47,16,33.3,2,12.49
2026|07,PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,Male,21,7,9.04,3.21,6.64
2026|07,PNHdefense-Website traffic-Search-2,23888858069,Ad group 1,Undetermined,27,7,4.7,0,1
2026|08,Leads-Search-1,22767146837,Functional & Integrative Medicine,Female,973,60,133.8182,4,23
2026|08,Leads-Search-1,22767146837,Functional & Integrative Medicine,Male,400,18,36.1223,0,17
2026|08,Leads-Search-1,22767146837,Functional & Integrative Medicine,Undetermined,840,53,96.4328,3,24
2026|08,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Female,107,11,23.02,2,7
2026|08,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Male,45,4,8.52,0,1
2026|08,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Undetermined,72,4,9.26,0,3
2026|08,Leads-Search-1,22767146837,Men's Health,Female,17,0,0,0,0
2026|08,Leads-Search-1,22767146837,Men's Health,Male,63,2,3.17,0,0
2026|08,Leads-Search-1,22767146837,Men's Health,Undetermined,176,22,26.066,2,5
2026|08,Leads-Search-1,22767146837,Naturopath Near Me — Core,Female,258,12,24.21,1,3
2026|08,Leads-Search-1,22767146837,Naturopath Near Me — Core,Male,112,3,5.99,0,1
2026|08,Leads-Search-1,22767146837,Naturopath Near Me — Core,Undetermined,274,8,18.9935,0,6
2026|08,Leads-Search-1,22767146837,Pediatrics,Female,243,12,30.04,2,8
2026|08,Leads-Search-1,22767146837,Pediatrics,Male,82,5,7.1089,0,2
2026|08,Leads-Search-1,22767146837,Pediatrics,Undetermined,151,3,4.625,1,2
2026|08,Leads-Search-1,22767146837,Women's Health & Hormones,Female,933,48,125.2885,2,17
2026|08,Leads-Search-1,22767146837,Women's Health & Hormones,Male,149,4,11.8,0,1
2026|08,Leads-Search-1,22767146837,Women's Health & Hormones,Undetermined,639,46,87.3731,5,17
2026|09,Leads-Search-1,22767146837,Functional & Integrative Medicine,Female,161,5,8.39,1,3
2026|09,Leads-Search-1,22767146837,Functional & Integrative Medicine,Male,67,4,8.05,0,1
2026|09,Leads-Search-1,22767146837,Functional & Integrative Medicine,Undetermined,145,5,7.48,0,0
2026|09,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Female,14,1,1.8,0,3
2026|09,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Male,3,0,0,0,0
2026|09,Leads-Search-1,22767146837,Geo-Qualified — Hopkins & West Metro,Undetermined,11,1,2.12,0,0
2026|09,Leads-Search-1,22767146837,Men's Health,Male,5,0,0,0,0
2026|09,Leads-Search-1,22767146837,Men's Health,Undetermined,3,0,0,0,0
2026|09,Leads-Search-1,22767146837,Naturopath Near Me — Core,Female,97,7,12.97,0,3
2026|09,Leads-Search-1,22767146837,Naturopath Near Me — Core,Male,45,3,6.09,0,0
2026|09,Leads-Search-1,22767146837,Naturopath Near Me — Core,Undetermined,92,4,5.97,0,0
2026|09,Leads-Search-1,22767146837,Pediatrics,Female,144,1,1.57,0,0
2026|09,Leads-Search-1,22767146837,Pediatrics,Male,46,1,2.07,0,1
2026|09,Leads-Search-1,22767146837,Pediatrics,Undetermined,102,3,6.4262,0,0
2026|09,Leads-Search-1,22767146837,Women's Health & Hormones,Female,296,9,24.91,0,2
2026|09,Leads-Search-1,22767146837,Women's Health & Hormones,Male,40,0,0,0,0
2026|09,Leads-Search-1,22767146837,Women's Health & Hormones,Undetermined,143,10,22.9,0,2
